_id,source,mot_cle_recherche,titre,lien,auteurs,annee,abstract,journal,date_scraping
6967c0369a35aa6a2ba7afcb,IEEE,Blockchain,Blockchain Based Log System,https://ieeexplore.ieee.org/document/8622204/,"Jiansen Huang, Hui Li, Jiyang Zhang",2018,"The logging system records the logs generated by the software so that the administrator can handle the problems that occur. However, the traditional log system is not secure enough and the stored logs are easily falsified. As a decentralized distributed storage technology, the blockchain can ensure that the blockchain network works normally in the presence of a few malicious nodes or f...",2018 IEEE International Conference on Big Data (Big Data) Papers (8) 2018 IEEE International Conference on Big Data (Big Data),2026-01-14 17:11:34.072000
6967c0369a35aa6a2ba7afcc,IEEE,Blockchain,Proposed Architecture of Integrate Blockchain With VAT System in Oman,https://ieeexplore.ieee.org/document/9872925/,"Myrna Mohamad, Khoula Al Harthy",2022,"VAT system was implemented in April of the year 2021. The VAT in Oman provides for the payment of 5% of the value of the commodity as an added tax. Oman will face a few difficulty after establishing the VAT system such as tax evasion, manipulating the value of the tax owed and organization uses fake tax numbers. Moreover, gather all companies and institutions in one system consider a challenge in ...","2022 International Conference on Electrical, Computer and Energy Technologies (ICECET) 2022 International Conference on Electrical, Computer and Energy Technologies (ICECET)",2026-01-14 17:11:34.077000
6967c0369a35aa6a2ba7afcd,IEEE,Blockchain,Scope and Challenges of IoT and Blockchain Integration,https://ieeexplore.ieee.org/document/10524783/,,2023,"Summary The internet of things (IoT) is a somewhat new and booming technology that is somewhat automated in nature, which is extending itself day by day by various means and sources. It has a colossal ability to reach an intelligent level of connectivity by numerous means. The IoT has the ability to connect billions of devices and physical objects at once, which enhances the sharing of informat...",Evolving Networking Technologies: Developments and Future Directions Evolving Networking Technologies: Developments and Future Directions,2026-01-14 17:11:34.083000
6967c0369a35aa6a2ba7afce,IEEE,Blockchain,Blockchain Vulnerabilities and Recent Security Challenges: A Review Paper,https://ieeexplore.ieee.org/document/10041611/,"Aysha AlFaw, Wael Elmedany, Mhd Saeed Sharif",2022,"Blockchain is a relatively new technology, a distributed database used for sharing between nodes of computer networks. A blockchain stores all information in automated digital format as a database. Blockchain innovation ensures the accuracy and security of the data record and generates trust without the need for a trusted third party. The objectives of this paper are to determine...",2022 International Conference on Data Analytics for Business and Industry (ICDABI) Papers (4) 2022 International Conference on Data Analytics for Business and Industry (ICDABI),2026-01-14 17:11:34.090000
6967c0369a35aa6a2ba7afcf,IEEE,Blockchain,IEEE Standard for Data Format for Blockchain Systems,https://ieeexplore.ieee.org/document/9303503/,,2020,"Data format requirements for blockchain systems are established in this standard. This standard addresses data structures, data types, and data elements.",IEEE Std 2418.2-2020 Versions Papers (6) IEEE Std 2418.2-2020,2026-01-14 17:11:34.096000
6967c0369a35aa6a2ba7afd0,IEEE,Blockchain,TrustChain: Trust Management in Blockchain and IoT Supported Supply Chains,https://ieeexplore.ieee.org/document/8946187/,"Sidra Malik, Volkan Dedeoglu, Salil S. Kanhere, Raja Jurdak",2019,"Traceability and integrity are major challenges for the increasingly complex supply chains of today's world. Although blockchain technology has the potential to address these challenges through providing a tamper-proof audit trail of supply chain events and data associated with a product life-cycle, it does not solve the trust problem associated with the data itself. Reputation systems are a...",2019 IEEE International Conference on Blockchain ( Blockchain ) Papers (227) 2019 IEEE International Conference on Blockchain ( Blockchain ),2026-01-14 17:11:34.100000
6967c0369a35aa6a2ba7afd1,IEEE,Blockchain,IEEE Draft Guide for Blockchain in Power and Energy Systems,https://ieeexplore.ieee.org/document/10938369/,,2025,"Blockchain / Distributed Ledger Technology, referred to as Blockchain /DLT, is a proven technology in industry and, though newer to applications in the energy industry, is well-positioned to become a critical component of this evolving electrical system. Blockchain /DLT can provide transparency and traceability within energy markets and distributed system operations, reduce error a...","IEEE P2418.5/D2, March 2025 Versions IEEE P2418.5/D2, March 2025",2026-01-14 17:11:34.104000
6967c0369a35aa6a2ba7afd2,IEEE,Blockchain,Decentralized and Collaborative AI on Blockchain,https://ieeexplore.ieee.org/document/8946257/,"Justin D. Harris, Bo Waggoner",2019,"Machine learning has recently enabled large advances in artificial intelligence, but these tend to be highly centralized. The large datasets required are generally proprietary; predictions are often sold on a per-query basis; and published models can quickly become out of date without effort to acquire more data and re-train them. We propose a framework for participants to collaboratively build a ...",2019 IEEE International Conference on Blockchain ( Blockchain ) Papers (115) 2019 IEEE International Conference on Blockchain ( Blockchain ),2026-01-14 17:11:34.108000
6967c0369a35aa6a2ba7afd3,IEEE,Blockchain,BlockV: A Blockchain Enabled Peer-Peer Ride Sharing Service,https://ieeexplore.ieee.org/document/8946128/,"Panchalika Pal, Sushmita Ruj",2019,"Ride sharing is a centralized trust based system where users trust the service providers for the ride set up, tracking, cancellation, fare calculation etc. Any malicious activity in the centralized server based system or driver or rider destroys the fairness involved in the ride and causes inconvenience to the parties. After the completion of the ride, the drivers are rated by the riders. There ar...",2019 IEEE International Conference on Blockchain ( Blockchain ) Papers (28) 2019 IEEE International Conference on Blockchain ( Blockchain ),2026-01-14 17:11:34.114000
6967c0369a35aa6a2ba7afd4,IEEE,Blockchain,A Privacy Protection Scheme for Permissioned Blockchain Based on Trusted Execution Environment,https://ieeexplore.ieee.org/document/9845127/,"Ronghao Zhou, Zijing Lin",2022,"Blockchain has attracted wide attention because of its characteristics of transparency, anti-interference, traceability, decentralization and verification. The traditional blockchain ensures the reliability of all data by making it public, thus reaching consensus and maintaining the consistency of the global state. This means that everyone's transaction data is phanic to the outside wo...",2022 International Conference on Blockchain Technology and Information Security (ICBCTIS) Papers (6) 2022 International Conference on Blockchain Technology and Information Security (ICBCTIS),2026-01-14 17:11:34.118000
6967c0369a35aa6a2ba7afd5,IEEE,Blockchain,Adoptation of Blockchain of Things(BCOT): Oppurtunities & Challenges,https://ieeexplore.ieee.org/document/9935985/,"Abhay Kumar Yadav, Virendra Prasad Vishwakarma",2022,IoT has been an efficient technology for interconnecting different physical objects with the internet. Several cyber-attacks have resulted in compromise in security. Blockchain distributed ledger provide immutability that can answer IoT security concerns. The paper aims at highlighting the challenges & problems currently associated with IoT implementation in real world and how these problems...,2022 IEEE International Conference on Blockchain and Distributed Systems Security (ICBDS) Papers (4) 2022 IEEE International Conference on Blockchain and Distributed Systems Security (ICBDS),2026-01-14 17:11:34.122000
6967c0369a35aa6a2ba7afd6,IEEE,Blockchain,Hiding Data into Blockchain -based Digital Video for Security Protection,https://ieeexplore.ieee.org/document/9415680/,"Hongguo Zhao, Yunxia Liu, Yonghao Wang, Yu Huang",2020,"The legitimate owner interests protection of traditional digital videos has become an increasingly demand with the rapid development of internet video applications. The development of Blockchain , which provides decentralization, traceability, and high credibility attributes has provided a technical inspiration for digital video legitimate interests protection. In this paper, we propose a nov...",2020 3rd International Conference on Smart BlockChain (SmartBlock) Papers (3) 2020 3rd International Conference on Smart BlockChain (SmartBlock),2026-01-14 17:11:34.126000
6967c0369a35aa6a2ba7afd7,IEEE,Blockchain,Voting Based CrowdFunding Using Ethereum Blockchain,https://ieeexplore.ieee.org/document/10346295/,"Siddhesh Bajad, Sonali Patil, Kartikesh Ambavade, Rohini Pise",2023,The Crowdfunding is a type of fundraising for the people in need. Its main objective is to raise funds from investors such that they can provide it to its requesters. The traditional crowdfunding are not trustable as there are third parties involved which cause security breaches. The blockchain technology can help in strengthening the security of the crowdfunding platform as it is transparen...,2023 IEEE International Conference on Blockchain and Distributed Systems Security (ICBDS) Papers (2) 2023 IEEE International Conference on Blockchain and Distributed Systems Security (ICBDS),2026-01-14 17:11:34.131000
6967c0369a35aa6a2ba7afd8,IEEE,Blockchain,A Medical Data Sharing Scheme Based on Blockchain Attribute-Based Searchable Encryption,https://ieeexplore.ieee.org/document/10735678/,"Yan Li, Guofeng Zhang, Bin Feng, Shihao Yang",2024,"Aiming at the problems of low sharing efficiency and easy privacy leakage of electronic medical records, a blockchain -based attribute-based searchable encrypted electronic medical record sharing scheme is proposed to achieve fine-grained access control of users' search privileges in one-to-many data sharing scenarios, and at the same time, solve the inefficiency of ciphertext retrieval. In t...",2024 4th International Conference on Computer Science and Blockchain (CCSB) Papers (1) 2024 4th International Conference on Computer Science and Blockchain (CCSB),2026-01-14 17:11:34.136000
6967c0369a35aa6a2ba7afd9,IEEE,Blockchain,Taking Attacks to the Next Level: A Framework for Front-Running Attacks on Blockchain Systems,https://ieeexplore.ieee.org/document/11134471/,"Zihan Wang, Yusen Wang, Chentian Yuan, Na Ruan, Jie Li, Jiong Lou",2025,"The rapid growth of permissionless blockchain systems have been accompanied by various threats. Due to the transparency of the blockchain , transactions published by traders can be discovered and exploited by malicious attackers in front-running attacks. These attacks harm profits of traders, compromise transactional security and threaten consensus process of blockchain systems. I...",2025 IEEE Global Blockchain Conference (GBC) 2025 IEEE Global Blockchain Conference (GBC),2026-01-14 17:11:34.140000
6967c0369a35aa6a2ba7afda,IEEE,Blockchain,Proteus: A Scalable BFT Consensus Protocol for Blockchains,https://ieeexplore.ieee.org/document/8946203/,"Mohammad M. Jalalzai, Costas Busch, Golden G. Richard",2019,"Byzantine Fault Tolerant (BFT) consensus exhibits higher throughput in comparison to Proof of Work (PoW) in blockchains . However, BFT-based protocols suffer from scalability problems with respect to the number of replicas in the network due to their inherent quadratic message complexity. Previously, proposed solutions improve BFT performance for normal operation, but will fall back to quadra...",2019 IEEE International Conference on Blockchain ( Blockchain ) Papers (31) 2019 IEEE International Conference on Blockchain ( Blockchain ),2026-01-14 17:11:34.146000
6967c0369a35aa6a2ba7afdb,IEEE,Blockchain,Performance Evaluation of different Hyperledger Sawtooth transaction processors for Blockchain log storage with varying workloads,https://ieeexplore.ieee.org/document/9284753/,"Konstantinos Moschou, Anastasia Theodouli, Sofia Terzi, Konstantinos Votis, Dimitrios Tzovaras, Dimitrios Karamitros, Sotiris Diamantopoulos",2020,"Blockchain technology enables the trustless sharing of distributed ledgers among peers. Despite having valuable properties like decentralisation, and immutability of transactions, it incurs a high performance overhead as compared with traditional databases thus discouraging its further adoption. Even the usage of different transaction processors within the same Blockchain platform, nam...",2020 IEEE International Conference on Blockchain ( Blockchain ) Papers (14) 2020 IEEE International Conference on Blockchain ( Blockchain ),2026-01-14 17:11:34.150000
6967c0369a35aa6a2ba7afdc,IEEE,Blockchain,Supplier Selection in Healthcare using Blockchain,https://ieeexplore.ieee.org/document/10087053/,"Twinkle Kumari, Manisha Singh, Gaurav Baranwal, Anil Kumar Tripathi",2022,"Supplier selection is a topic widely studied in both academics and industry. Even though it has extensive literature, there is not enough research on healthcare supplier selection (HSS). Healthcare is a critical sector. Any decision made for it needs to be done scrupulously and transparently. Because if later something goes wrong, only responsible individuals should be held accountable. However, t...",2022 IEEE 1st Global Emerging Technology Blockchain Forum: Blockchain & Beyond (iGETblockchain) Papers (3) 2022 IEEE 1st Global Emerging Technology Blockchain Forum: Blockchain & Beyond (iGETblockchain),2026-01-14 17:11:34.155000
6967c0369a35aa6a2ba7afdd,IEEE,Blockchain,Leveraging Blockchain and RFID/NFC Technology for Secure and Traceable Logistics for Documents With Digital Twin,https://ieeexplore.ieee.org/document/10664371/,"Terry C. Y. Ng, Dennis Y. W. Liu, Alven C. Y. Leung",2024,"This paper presents a blockchain -based digital twin document verification and logistics management system (dBVM), that is designed to ensure confidentiality, integrity, authenticity and availability of the documents. The proposed system leverages blockchain technology, cryptographic techniques, RFID (Radio Frequency Identification) and NFC (Near-Field Communication) technologies to ena...",2024 IEEE International Conference on Blockchain ( Blockchain ) Papers (3) 2024 IEEE International Conference on Blockchain ( Blockchain ),2026-01-14 17:11:34.161000
6967c0839a35aa6a2ba7afde,IEEE,Blockchain,Achieving Load Balancing in Blockchain Sharding Based on Multi-Objective Optimization,https://ieeexplore.ieee.org/document/11033380/,"Yong Wang, Youquan Xian, Xueying Zeng, Dongcheng Li, Zhengdong Hu, Peng Liu",2025,"Blockchain is distinguished by its decentralization and security, but it faces significant scalability challenges. Sharding is widely regarded as a key solution for improving blockchain scalability. However, existing sharding schemes, such as Monoxide, often suffer from load imbalance and excessive cross-shard transactions (TXs), which degrades system performance. To address these issu...",2025 28th International Conference on Computer Supported Cooperative Work in Design (CSCWD) 2025 28th International Conference on Computer Supported Cooperative Work in Design (CSCWD),2026-01-14 17:12:51.621000
6967c0839a35aa6a2ba7afdf,IEEE,Blockchain,Study of Traceability System of Renewable Energy Power Trading Based on Blockchain Technology,https://ieeexplore.ieee.org/document/9845061/,"Qing Zhang, Tao Xu, Dong Wang, Zijian Liu, Chuanyuan Cheng, Shangzhuo Zheng, Gangpeng Wang",2022,"This article first introduced the process of renewable energy power trading, sorted out the core information and data required for the traceability of the entire chain from the power generation side to the power consumption side, and established the renewable energy power traceability mechanism of “sub-link traceability + overall calculation and verification”. Using blockchain encryption and...",2022 International Conference on Blockchain Technology and Information Security (ICBCTIS) Papers (7) 2022 International Conference on Blockchain Technology and Information Security (ICBCTIS),2026-01-14 17:12:51.655000
6967c0839a35aa6a2ba7afe0,IEEE,Blockchain,Review of Most Popular Open-Source Platforms for Developing Blockchains,https://ieeexplore.ieee.org/document/9922396/,"Collin Connors, Dilip Sarkar",2022,"Because of availability of many blockchain development platforms, the number of blockchain related projects on Github has grown significantly, averaging over 8,000 new projects a year. But selection of the best development framework for a project requires one to compare and contract features of those available platfroms, since there is no report or paper - to the best of our knowledge ...",2022 Fourth International Conference on Blockchain Computing and Applications (BCCA) Papers (3) 2022 Fourth International Conference on Blockchain Computing and Applications (BCCA),2026-01-14 17:12:51.659000
6967c0839a35aa6a2ba7afe1,IEEE,Blockchain,Blockchain System Prototype for the Tasks of Metallurgical and Machine-Building Enterprises,https://ieeexplore.ieee.org/document/9642776/,Daria A. Snegireva,2021,"Blockchain technology is increasingly being applied in various fields. The correct use of this technology makes it possible to ensure the transparency of transactions, accounting of goods at enterprises, the truthful issuance of diplomas, and much more. Industry and metallurgy have become one of the new areas of application of blockchain technology. Exploring the applicability of bl...","2021 International Conference on Quality Management, Transport and Information Security, Information Technologies (IT&QM&IS) 2021 International Conference on Quality Management, Transport and Information Security, Information Technologies (IT&QM&IS)",2026-01-14 17:12:51.664000
6967c0839a35aa6a2ba7afe2,IEEE,Blockchain,Blockchain : The new era of Technology,https://ieeexplore.ieee.org/document/8745811/,"Riya Sapra, Parneeta Dhaliwal",2018,"Now a days many applications are being built using the immutability and robustness of blockchain . Blockchain is a new class of information technology which combines cryptography and distributed ledger that already exists. The model is composed of a group of computers that collaborate towards maintaining a secured database, without storing the data at any central unit. It is the technol...","2018 Fifth International Conference on Parallel, Distributed and Grid Computing (PDGC) Papers (9) 2018 Fifth International Conference on Parallel, Distributed and Grid Computing (PDGC)",2026-01-14 17:12:51.669000
6967c0839a35aa6a2ba7afe3,IEEE,Blockchain,Enhancing the Security of E-Healthcare Transactions Using Hyperledger Fabric Modular Blockchain Framework,https://ieeexplore.ieee.org/document/10397797/,"Munish Katoch, Kavita Devi, Anuj Sharma, Prikshat Kumar Angra, Pritpal Singh, Ashwani Kumar",2023,"The most innovative development in recent years is blockchain technology, and its uses are expanding quickly across numerous businesses. It is well known for its capacity to adapt to this technology, which aids in the storing of data at locations linked by peer-to-peer networks. Blockchain technology has recently piqued the curiosity of the healthcare industry. Numerous significant iss...",2023 6th International Conference on Contemporary Computing and Informatics (IC3I) Papers (5) 2023 6th International Conference on Contemporary Computing and Informatics (IC3I),2026-01-14 17:12:51.674000
6967c0839a35aa6a2ba7afe4,IEEE,Blockchain,Research on analysis and design of cloud ERP based on blockchain technology,https://ieeexplore.ieee.org/document/9539462/,"Xaysomphone Thipphonexai, Yan Guanghui",2020,"Cloud ERP systems are the ultimate aspiration of the business community as they provide collaboration with partners, external applications and information systems. However, Cloud ERP solutions still have issue on the data security, data transparency, and trust. Due to these problems, a radical change is required within Cloud ERP framework to enhance Cloud ERP infrastructural and functionality. The...",2020 International Conference on Virtual Reality and Intelligent Systems (ICVRIS) 2020 International Conference on Virtual Reality and Intelligent Systems (ICVRIS),2026-01-14 17:12:51.677000
6967c0839a35aa6a2ba7afe5,IEEE,Blockchain,Challenges of Blockchain adoption in financial services in China's Greater Bay Area,https://ieeexplore.ieee.org/document/10338862/,"Xiongfei Zhao, Yain-Whar Si",2023,"In China's Greater Bay Area (Guangdong-Hong Kong-Macao), the increasing use of Blockchain technology in financial services has the potential to generate benefits for many stakeholders. Blockchains are known for their distinctive features, such as decentralized architecture, tamper-proof data structures, and traceable transactions. These features make Blockchain a preferred choice...",2023 Fifth International Conference on Blockchain Computing and Applications (BCCA) Papers (3) 2023 Fifth International Conference on Blockchain Computing and Applications (BCCA),2026-01-14 17:12:51.682000
6967c0839a35aa6a2ba7afe6,IEEE,Blockchain,IEEE Approved Draft Guide for Blockchain in Power and Energy Systems,https://ieeexplore.ieee.org/document/10964804/,,2025,"Blockchain /distributed ledger technology, referred to as blockchain /DLT, is a proven technology in industry and, though newer to applications in the energy industry, is well-positioned to become a critical component of this evolving electrical system. blockchain /DLT can provide transparency and traceability within energy markets and distributed system operations, reduce error and...","IEEE P2418.5/D2.1, April 2025 Versions IEEE P2418.5/D2.1, April 2025",2026-01-14 17:12:51.697000
6967c0839a35aa6a2ba7afe7,IEEE,Blockchain,Lockless Transaction Isolation in Hyperledger Fabric,https://ieeexplore.ieee.org/document/8946157/,"Hagar Meir, Artem Barger, Yacov Manevich, Yoav Tock",2019,"Hyperledger Fabric is a distributed operating system for permissioned blockchains hosted by the Linux Foundation. It is the first truly extensible blockchain system for running distributed applications at enterprise grade scale. To achieve this, Hyperledger Fabric introduces a novel execute-order-validate blockchain architecture, allowing parallelization of transaction execution ...",2019 IEEE International Conference on Blockchain ( Blockchain ) Papers (10) 2019 IEEE International Conference on Blockchain ( Blockchain ),2026-01-14 17:12:51.707000
6967c0839a35aa6a2ba7afe8,IEEE,Blockchain,A Blockchain Proxy for Lightweight IoT Devices,https://ieeexplore.ieee.org/document/8787553/,"Gero Dittmann, Jens Jelitto",2019,"IoT devices are quickly becoming a critical source of information about the physical world considered in business processes. Blockchains are a promising platform for such processes if they involve multiple parties with no shared, commonly trusted IT infrastructure. Transacting with a blockchain , however, requires software whose footprint overwhelms many lightweight IoT devices. In this...",2019 Crypto Valley Conference on Blockchain Technology (CVCBT) Papers (34) Patents (1) 2019 Crypto Valley Conference on Blockchain Technology (CVCBT),2026-01-14 17:12:51.713000
6967c0839a35aa6a2ba7afe9,IEEE,Blockchain,Risk Analysis Methodology to Blockchain -based Solutions,https://ieeexplore.ieee.org/document/9223309/,"Sergio Luis Ribeiro, Ingrid Alves de Paiva Barbosa",2020,"The success of blockchain -based solutions, not only on a large scale, but since the beginning of the pilot phase, depends on a set of key factors such as performance, efficiency, usability, scalability. In particular, security, privacy and trust are fundamental, as the use of personal data represents, ultimately, immeasurable impacts on people’s lives. This paper presents the results of risk...",2020 2nd Conference on Blockchain Research & Applications for Innovative Networks and Services (BRAINS) Papers (8) 2020 2nd Conference on Blockchain Research & Applications for Innovative Networks and Services (BRAINS),2026-01-14 17:12:51.722000
6967c0839a35aa6a2ba7afea,IEEE,Blockchain,Implementation of Blockchain based Electronic Health Record System using Java Eclipse and MongoDB,https://ieeexplore.ieee.org/document/9935933/,"Mehar Nasreen, Sunil Kumar Singh",2022,"With the advancement in technologies, Healthcare systems are facing different issues and challenges. Increase in population, increases the health issues. Large amount of health data is being generated and to store these data, centralized EHRs (Electronic Health Records) are used, due to which the problem of data security and privacy also increases. To overcome this situation, a distributed-ledger ...",2022 IEEE International Conference on Blockchain and Distributed Systems Security (ICBDS) Papers (8) 2022 IEEE International Conference on Blockchain and Distributed Systems Security (ICBDS),2026-01-14 17:12:51.729000
6967c0839a35aa6a2ba7afeb,IEEE,Blockchain,Blockchain Technology and Its application Research in Supply Chain Financial Risk Control,https://ieeexplore.ieee.org/document/9759147/,Hongjun Cui,2021,"China's economy is in a critical period of transformation and upgrading, and the financial industry has also entered a deep reform zone. It is necessary to improve financial services to better assist the development of SMEs. Difficult and expensive financing has always been a problem faced by SMEs in the development process. Supply chain finance provides important financial support for financing d...","2021 International Conference on Computer, Blockchain and Financial Development (CBFD) Papers (4) 2021 International Conference on Computer, Blockchain and Financial Development (CBFD)",2026-01-14 17:12:51.737000
6967c0839a35aa6a2ba7afec,IEEE,Blockchain,An Information Sharing Prototype System of Ship Integrated Logistics Support Based on Blockchain,https://ieeexplore.ieee.org/document/9845090/,"Qi Wang, Jun Yin, Ping Qian, Shilun Ge",2022,"Information sharing is very important for efficient ship integrated logistics support. However, with the increase of the complexity and informatization of ship equipment, the amount of data generated in the life cycle of ship is becoming more and more detailed and complicated. In order to solve the problems existing in the information sharing of the current ship integrated logistics support system...",2022 International Conference on Blockchain Technology and Information Security (ICBCTIS) Papers (3) 2022 International Conference on Blockchain Technology and Information Security (ICBCTIS),2026-01-14 17:12:51.742000
6967c0839a35aa6a2ba7afed,IEEE,Blockchain,On Addressing Governance Challenges in Blockchain Networks,https://ieeexplore.ieee.org/document/10732409/,"Sokratis Vavilis, Harris Niavis, Lucía Recolons García-Mauriño",2024,"The governance of blockchain networks presents unique challenges in ensuring privacy and accountability in operational processes. This work examines current obstacles within existing governance structures and proposes directions towards the privacy-preserving governance of blockchain networks. We explore the complexities of data protection, smart contract accountability, and operationa...",2024 6th Conference on Blockchain Research & Applications for Innovative Networks and Services (BRAINS) Papers (1) 2024 6th Conference on Blockchain Research & Applications for Innovative Networks and Services (BRAINS),2026-01-14 17:12:51.749000
6967c0839a35aa6a2ba7afee,IEEE,Blockchain,Securing Medical Records Using Private Blockchain Technology,https://ieeexplore.ieee.org/document/10338930/,"Basil Alothman, Mariam Alenezi, Danah Alhamdan, Mariam Almutairat, Zahraa Almousa, Chibli Joumaa, Murad Khan",2023,"The term “electronic medical records” (EMRs) refers to information that is highly confidential and saved electronically. This information is associated with the diagnosis and treatment of a patient, and it must be routinely distributed among the concerned people such as doctors and nurses. The disclosure of private medical information or its alteration during an operation makes it extremely diffic...",2023 Fifth International Conference on Blockchain Computing and Applications (BCCA) Papers (1) 2023 Fifth International Conference on Blockchain Computing and Applications (BCCA),2026-01-14 17:12:51.754000
6967c0839a35aa6a2ba7afef,IEEE,Blockchain,A Blockchain -based Testing Approach for Collaborative Software Development,https://ieeexplore.ieee.org/document/9284782/,"Stephen S. Yau, Jinal S. Patel",2020,"Development of large-scale and complex software systems requires multiple teams, including software development teams, domain experts, user representatives, and other project stakeholders, to work collaboratively to achieve software development goals. These teams rely on the use of agreed software development processes, knowledge management tools, and communication channels collaboratively in the ...",2020 IEEE International Conference on Blockchain ( Blockchain ) Papers (9) 2020 IEEE International Conference on Blockchain ( Blockchain ),2026-01-14 17:12:51.765000
6967c0839a35aa6a2ba7aff0,IEEE,Blockchain,Implementation of Digital Log-book System for Lifts and Escalators Based on Blockchain Technology,https://ieeexplore.ieee.org/document/9881836/,"Wai-Keung Yeung, M.K. Tong Stephen, Y.K. Wong Jerry, Mentor Cheung, K.Y. Cheung Ashley, Graham Lui, K.K. Cheng Kevin",2022,"A digital log-book system was developed based on Hyperledger Fabric blockchain platform to replace around 26,000 conventional paper-bound log-books to facilitate the government, registered contractors, registered workers and engineers, and responsible persons to input, manage and analyze in real time the execution of lift/escalator works via a common electronic platform. When working togethe...",2022 IEEE International Conference on Blockchain ( Blockchain ) 2022 IEEE International Conference on Blockchain ( Blockchain ),2026-01-14 17:12:51.772000
6967c0839a35aa6a2ba7aff1,IEEE,Blockchain,Decentralized and Self-Sovereign Identity in the Era of Blockchain : A Survey,https://ieeexplore.ieee.org/document/9881610/,"Yirui Bai, Hong Lei, Suozai Li, Haoyu Gao, Jun Li, Leixiao Li",2022,"With the emergence of concepts such as Metaverse and Web 3.0, digital identity plays a very important role as one of its infrastructures. The traditional digital identity model is no longer suitable for the requirements of the digital economy to some extent at this stage. The traditional centralized identity management system has many drawbacks. For example, the owner of the digital identity does ...",2022 IEEE International Conference on Blockchain ( Blockchain ) Papers (35) 2022 IEEE International Conference on Blockchain ( Blockchain ),2026-01-14 17:12:51.778000
6967c0839a35aa6a2ba7aff2,IEEE,Blockchain,Blockchain Interoperability through Bridges: A Token Transfer Perspective,https://ieeexplore.ieee.org/document/10844425/,"Luca Olivieri, Aradhita Mukherjee, Nabendu Chaki, Agostino Cortesi",2024,"The landscape of blockchain has grown rapidly in recent years and also the need for data exchange among different blockchain networks. In particular, blockchain bridges have emerged as a solution to create a way for cross-chain communications, improve blockchain interoperability, and transfer of tokens and economic assets. However, their development is not trivial and requi...",2024 6th International Conference on Blockchain Computing and Applications (BCCA) Papers (1) 2024 6th International Conference on Blockchain Computing and Applications (BCCA),2026-01-14 17:12:51.782000
6967c0839a35aa6a2ba7aff3,IEEE,Blockchain,HiCoCS: High Concurrency Cross-Sharding on Permissioned Blockchains,https://ieeexplore.ieee.org/document/10949782/,"Lingxiao Yang, Xuewen Dong, Zhiguo Wan, Di Lu, Yushu Zhang, Yulong Shen",2025,"As the foundation of the Web3 trust system, blockchain technology faces increasing demands for scalability. Sharding emerges as a promising solution, but it struggles to handle highly concurrent cross-shard transactions (CSTxs), primarily due to simultaneous ledger operations on the same account. Hyperledger Fabric, a permissioned blockchain , employs multi-version concurrency control f...",IEEE Transactions on Computers Issue: 7 Papers (4) IEEE Transactions on Computers Issue: 7,2026-01-14 17:12:51.788000
6967c0839a35aa6a2ba7aff4,IEEE,Blockchain,Implementation of Blockchain in Financial Sector to Improve Scalability,https://ieeexplore.ieee.org/document/9036241/,"Sheetal Sinha, Kumkum, Ruchika Bathla",2019,"The Blockchain is an encrypted database that stores information statistics, or in different words, it is a virtual ledger of any transactions, contracts - that needs to be independently recorded. One of the key capabilities of Blockchain is that this virtual ledger is out there throughout several masses and heaps of computer and isn't always sure to be stored in a single place. Bloc...",2019 4th International Conference on Information Systems and Computer Networks (ISCON) Papers (6) 2019 4th International Conference on Information Systems and Computer Networks (ISCON),2026-01-14 17:12:51.793000
6967c0839a35aa6a2ba7aff5,IEEE,Blockchain,The Efficient use of Blockchain for Reducing Frauds in Parental Property Distribution,https://ieeexplore.ieee.org/document/9087058/,"Sandeep Rathor, Ankit Agrawal, D. P. Yadav",2020,"Blockchain has pulled in numerous individuals from different industry as the desire is it can address a few computing issues particularly in decentralized condition. The blockchain innovation presently can’t seem to be completely comprehended where usage, for example: Parental Property Distribution, Academic System, Travel Support Tracking System etc. This paper proposed property distr...",2020 International Conference on Power Electronics & IoT Applications in Renewable Energy and its Control (PARC) Papers (5) 2020 International Conference on Power Electronics & IoT Applications in Renewable Energy and its Control (PARC),2026-01-14 17:12:51.798000
6967c0839a35aa6a2ba7aff6,IEEE,Blockchain,Efficient Quering Blockchain Applications,https://ieeexplore.ieee.org/document/9600533/,"Noha Ahmed Thabet, Nashwa Abdelbaki",2021,Industrial blockchain applications have recently risen to the top of the scientific and industrial communities' priority lists. This is due to their practical capabilities in resolving many issues in various industrial domains. Visibility and traceability to a large volume of trusted data benefit members of a consortium of industrial companies and associated organizations. Data scientists wh...,2021 3rd Novel Intelligent and Leading Emerging Sciences Conference (NILES) Papers (7) 2021 3rd Novel Intelligent and Leading Emerging Sciences Conference (NILES),2026-01-14 17:12:51.804000
6967c0d79a35aa6a2ba7aff7,IEEE,Blockchain,A Survey on Decentralized Application based On Blockchain Platform,https://ieeexplore.ieee.org/document/9760861/,"Rajkumar Banoth, Maharshi B. Dave",2022,"Blockchain is distributed network technology which stores information in decentralized manner. Blockchain makes transaction transparent and provides enhanced security using cryptography. It has some properties including immutability, decentralization and auditability which makes transaction tamper proof and more secure. Decentralization is becoming popular way to develop applications a...",2022 International Conference on Sustainable Computing and Data Communication Systems (ICSCDS) Papers (6) 2022 International Conference on Sustainable Computing and Data Communication Systems (ICSCDS),2026-01-14 17:14:15.448000
